Text,Sentiment
wo jo kaha kartay thy k aik seat ha is ki kya kary gaaa dakh loo aj imrankhanpti electionresults kaptaan wins,0
pmln org cm panjab pmln ka haq banta hy,0
suna ki imrankhan pm ban ne wala he isliye pak me vijayotsav chal raha he aur wo kashmir ke baare me bhakne laga,1
inshallah sher jaaaaa raha hai,0
pmln wale geo dekh rahe hain pti wale ary dekh rahe hain aur dosri parties aik dusre ka mun dekh rahi hain,2
ehsan cma nas k27 pti doesn t claim to be a fazlu ap batayein kun oppose kiya,1
cousins mqm supporting whatsapp status laga kar tapp charaa rahay hain,1
pakistanio k jitnay paisay bahir paray hain imrankhanpti ko chahiye k aik alag minstry of recovery bana de electionpakistan2018,0
saani33 peer sb or golra walo ki hamayat ki waja sy pora pti jeet chuki ha q kha wah pa ya bat aam ha mery son,2
pmln ko punjab man govt form krny ki har mumkin kosish krni chaie aor kp man po t i ko gov bnanay dainy ki ghalti dobara nh krni chaie,2
bhutto died in lyari aur azizabad nine zero mein muhajir jaag gaya pti won from both places first jummah in naya pakistan,0
abidsherali bara bol nai boltay na u said 25 ko election 26 ko pti kidher dharna day rahi hai pride has a fall man,0
aap kai leyey sharam kaa muqam bbhuttozardari cmshehbaz abidifactor,1
congratulations to imran khan sab baatien eik taraf lkn prime minister ki izat karna har shehri ka farz hai,0
i hate pmln maine hamesha imran ko support kiya hai isi liye umeed bhi bs usi se lagai hai ke wo kuch karega but he didn t,1
pti vale zyada khush na hon naye pakistan mai biwi purani hogi,0
shahbaaz sharif ko sharam ani chahiye k jis tarha sy keh raha hai k election2018 my dhaandli huwi hai,1
aaj khan ki seats ne use haqeeqi maini me qoumi party sabit kiya khan ki seats me zyada hissa kpk ka he,0
pakistani bano aur shukar karo pti ki hakumat arahai hei itney salon sey mqm ko vote dene ka kya fayida huwa,1
inshallah pti merit per faisly krke dubara bhi kpk ki tarha markz main bhi 5sall baad hakoomat bnaye ge,0
krachi se shebaz lahore se kh saad sialkot se kh asif hripur se babar nwaz mansehra se shajan k halqon m 30 july ko,2
jab tak mai dubara muntakhib nhee hota election baar baar karayai jayain maulana fazlur rehman,0
pti bna skti hai easily kion ky ind ka jhukao wafaq mai govt wali party ki trf zyada hta hai,0
s aeedh afghan tariq a siab afrasayab se poch la ka ap senator tha 6 sal awr lachi ma anp ka pass candidate nai,1
inshaallah imrankhan nayapakistan nw primeministerimrankhan pakistanzindabad,0
pmln walo ko ab chaiye jo pti relief dy gi awam ko wo lene se inkar kar dy aur pmln se wafa kry ab,2
ye sab imran khan ne dhandlii ki hai ic ki waja se pti ic barr jeet gi wrna pichly 15 saloo se pmln jeeti a rahii hai,1
saniakhanhyat defencedotpk vese is bar pmln ki harne ki waja nawaz hi hae kpk ma pti ki government bane ni deta,1
fawadchaudhry kasam se sir i am a pti supporter par ap k jeetnay ka dil se dukh hua,1
lahore ki dydo phr sy lohay k chanay ko,1
huzefa1983 khan ki junooni taryi maa ko elephant ka lun kal pppp aour pmln mil kar balwal ko pm bananya ka ilaan,1
suraj kow diwa bana kar dhoondho bhi tab bhi nahi milna boss,0
zaidzamanhamid ye jhooti makkar aorat bengal aor india ki agent te ab jeahanum ki aag mey jal rahi hogi ik ko dek bhi thi hogi pm banty,1
aajkamrankhan sir lagta hai aap ka vote bi waste howa hai pti ko day kar,1
spongmai na g muqabila da pti aw mma shave da taso pa hawa ase khbre kawae result ogorae pti mma aw pml n anp ku dasara shta na,2
nazbaloch naz baloch muje ye baat nahi karni chaye lakin afsos pti chor kar ppp me chali gaye jana tha tu asi party me jatain jo corrupt party me chali gai ur pir media me jakar ppp ko defend kari pirti ho ppp ne noon leeg ki tarh awam ko ur pakistan ko lota h,1
rehamkhan1 do you remember that jani absirfimrankhan primeministerimrankhan nayapakistan,0
naye pakistan k pehle din me masjid se mere chapal chori hogayi nayapakistanmubarak nayapakistan,1
bushraamanika mirzasania ik great leader or inshallah puri qoom ko mayoos nai krain gaya inshallah,0
narowal k 1 school mn jhaaro dia tha ahsan iqbal ny kafi impress hiway log is lia narowal sy jeet gy ahsan bhai,1
imranriazkhan te jnab jb ik kehta rha k 4 halky khol do to poora saal kiu latkaya ab ye na kehna k kanooni takaza tha,1
sister in se abhe panjab ma bhtt kam lana hai,0
han bhaee mere shairwani tayar hai naaa wazireazamimrankhan absirfimrankhan,0
bayania ic mulk mei sirf taqat ka chalta hai baqi sab afsane hain deep state k khilaf koi jeeta hai na jeete ga,1
mmuaviaazam allah aap ko kush rakhy hamesha aap itehad karne se phle sochy pti me ku ke us party me gustaakhe sahaba bi haii,1
maan gaye k eid ka chaand pehle kp men hi nazar aata he imrankhan,0
sir ap log her halka khulwaa lain pti inshallah haar jai giii,1
babr saleem b jeeta hy mansehra sy pti ka,2
pakistan ki shaan hain aap pakistan ki aan hain aap imran khan hain aap standing against all the odds and made it,0
apni tarhan ka khota he lagaye ga koi,1
jahangir tareen aaj karachi me mqm pakistan ki qayadat se mulaqat karenge pti wafaq me hukomat sazi k liye mqm ko d,2
chaudhry nisar sahib ap nawaz sharif ki ghadaari pe uskay kalay kartuto pe khamosh rahay mulk k difa ki jga nawaz sharif ka difa kiya uska sila qoum ne apko de diya umeed hai ab ap nawaz sharif ki bjaye mulk ko ahmiyat den ge electionresults2018,1
khud ko shair kahnay wale ab kutton ki tarha bhonk rahe hain allah ne jisay izzat deni thi wo to de di ab har b,1
it was lit maryaam ki papa nayapakistan,0
iamteamik iamhamzaabbasi weise ik bat hy rehamzadii ki kitaab ki hawa abbasi ny he nikalii hy,1
nayapakistan mn transcript par gpa mention nhy ho ga sirf pass ya fail likha ho ga welcometonayapak,0
syedashehlaraza hmmmm ab ap pti ki hmayt na kar dena kahen mam,1
aap sab logon sai guzarish hai pti kai jeetnay ki waja sai apnay aapsi taulaqat kharab na karain khas kar husband and wife,1
sadafnawaid chutiya pan by imran khan tm ik qadam barhao hm do kadam barhaen gy lakh di lanat qoum e youth par ik modi ka yar,1
imrankhan ki nafrat main apna bura bhala bhi nazar nahi ata in ko sad,1
nai matlab sari tameez dikhaana meri zimmaydaari hai pichle 8 saal se jitni galiaan musalsal pti walon se khai hain uska hisaab naeem ul haque se loon,1
shaheerkhuhro hahaha chalo ab thori pti ki tareef kren aur hasil karen dharun likes p,0
akbar62 aoa sir ik sahib ki chahiy k dr yasmin rashid ko health related post dain punjab mein please,0
proftahirmalik ansaraabbasi pti k sdr muntakib ho gae,2
electionpakistan2018 k electionresults2018 aa k nayapakistan bn rha hai mgr sindh mai intezar krna ho ga,0
tamam assemblies k arkaam aur ministers ki ta daad aur mra aat me kami kerni chahye imrankhan,2
ye geo walay nhi sudhar skty chaye jo marzi hojaye in mai sudharney walay jaraism hi nhi,1
arysabirshakir sabir shakir sb yeh yad rakhna agr incase pti performance deliver na kr saki jo us ny awam sy wahda kiya hua uski khair nae,1
jo ho raha h us se lag raha h pti nh jeeti h us ko jetaya gaya h,1
inn khotay dimaagon ny sab ko badnaam kra dia,1
na207 sirf teer ka teer nay kiya aisa waar ballay kay hogaey tukray chaar sukkurkasultannomanislam,0
pseudorebel bakhtawarbz pti ke hakumat nhi chale ge humara pm bilawal bhutto ha bakhtawarbz aseefabz,1
bakhtawarbz bulka dharna kal sa hi start kardai is imran khan ko gov nai banna do ziada din jaldi khatam karo is k,1
mqm dafan hogayi alhamdulilah fuck amir liaquat he s harmless,0
chairman pti ka khitab shru tv on karlain bol channel,2
zartashchaudhry tum ik gorakh dhandaa ho ho bhi nahi aur har jaa ho,1
mubasherlucman jo bhi halqa khola jata he pti har jat he,1
farhankvirk farhan bhai nam lo bilkul lo asy kursi k lalach waly ko juty mar k party c bahir nikalna chahei jkt bhi,1
abidsherali pta chal gya ya btaon primeministerimrankhan,1
shahidkhatakpti pti ko fail hal punjab hokomat nhe laini chahiye thi wefaq me karte kpk me karte,1
abi in chroo ka pta chall gya h pti humin chori nhi karny dy ga iss lye chakhan nakl rhe hn,1
gujranwala kay baber shairon nay pti ko clean sweep kar diya well done pml n kay shairo,0
lahore ne dr yasmin rashid jese ko reject kia hai is se zada bura kia ho sakta hai,1
ajeeb bhae pti ki jeet tum logon ko hazanlm kyun nahi hu rahi,1
pura pind v marr jai mrasi da puttar chodhry ni bn skda wakt ne sabit kia k ik k khilaf aisi bakwas krne wale khud kisi mrasi ki aolad hn,1
siasatpk ik ko tujh jaisay dallay pay pabandi zaroor lagani chahyay,1
arifalvi congratulations apna aur family ka vote dekr apko kamyab kiya abb apne wady nibhana apka kam na247 electionpakistan2018,0
maria sahiba yahi hall har jaga hai umidwaro ko kese ne nahi dayka bus,1
yahan tou umar cheema jaisy sahafi b pighal gaye hain,0
di ko naman kasi akalaing sweet yon i mean ik na sweet sya pero waahh can someone stop me hehe,2
salam pak army mare all frend ko naya pakistan mubarak allah k fazal our karam se pti ki hakumat ban gaii hai asif ali bakkhar,0
geonews urdu hadd hogai pti wala sirf 300 votes se jeeta hai 30 000 votes sey nahee khuli dhandli,1
mohsin91343 nahi main maryam nawaz ka khabba mamma hun jisko pti waly choos rahy chal ab tu so ja,1
nayapakistan hazaron saal se nargis apni bey noori pr roti hai bari mushkil se hota hai chaman mai deeda vr paida,0
wow agar aisa ho gaya to ik cha gaya inn sha allah,0
thora nahi bohat over hogaya hay ma na 239 ka result dekh raha tha pti ka akram cheema jeet gya hahahah,0
punjab ka btaao bhai pmln walay tou baray confidence se kehrahay unki hakumat bn ne lagi,1
in sha allah kashmir hamraa hy primeministerimrankhan,0
hinaparvezbutt ik hum sharminda hain gujranwala mei dhandhli krny wala motto dastagir or baqi sub jahil zinda hain lekin humey wahan py ignore na kia jaye wahan public sector university bnai jaye lahore ja parhna or hostel mei rehna bht mushkil hai or dhq behter health facilities di jaen,1
saleemkhansafi ap ko apni fiker per gai ho gi but dnt wry ik said wo kisi k khilaf inteqami karwai ni kary ga,1
callmefasi haha jaisy apko ik jaisa chhaye waisy e mjhy b bushra manika jaisi chahye,0
asy log pti ka sar shram se juka dety hen ik ki spech suno r inki halat dekho inko khan k sath qdam milana hoga,1
d i khan molanafazalurrehman shikast par rona chore do himmat hai to doobara meray khilaf intikhab me utrow aliamingandapur pti,2
yaar yeh pti walay toh 5 saal opposition main nikaal gaye hain in noon league walo n ki 5 din main cheekhai n nikalna shuru hogai hain,1
naya pakistan aik nasha hai airportpakistan primeministerimrankhan electionpakistan2018 pakistan,0
lakh di lanat kamino ab result accept karoo himat dikhao beghairat electionpakistan2018 electionresult,1
faisalsubzwari izharulhassan bs ab haar b manlo pta h nai dia bhai mqm vote logo me,1
saniaaashiq pti ki jeeet ke mee bichara faisal ranja ke ho gaye,1
aj ik ka khitab sun kr maza aa gya,0
mqm se allah bachaey,1
sukkur pp k khurshid shah jeet gay pti k umedar haar gay,0
ali asghar k against na 15 mein game krne wala ro iayas jadoon na 16 k winner ali khan jadoon k bahi saif jadoon ka,1
awaami umangon k mutabiq imran khan ko sub se pehle america me pakistani safeer jahangir siddiqi ko hutana chahiye,0
mujy kuch pmln walo ny block kr diya ha,1
doobra countig karo mqm hi jeeti gi khas tor par 254 par,0
ladhran walo ne 1614 de diye,2
pti walon ki zaban bari vulgar hoti hai shaed gharon ki terbiat hai ya party leadership ki,1
ny fifa wo waqi pmln ka tha usne phone kr k ksi ko bataya tha k har gaye mny khud suna tha,2
imrankhanpti khan sahab sab say pehlay to apko jeetnay ki mubarakbaad allah ap ko kamyaab kray meri khwaish hai k agar fakhar imam sahab pti mai shamal hojatay hain to speaker of national assembly wo hon aur pervaiz elahi sb shamil hojatay hain to cm punjab woh hon shukriya,0
yehi tum 1 saal k bd ik k barey m khao gi,2
pit kis ko cm punjab banaye gi sunye arif nizami ka tabsara pti ppp pmln mqm ik,2
pti walo check krooo ye to fake nhi ho sakti na,1
tu mere chaak gireban ko naya suraj de jorh jaoon main dhundlakon se sehr ka rishta imrankhan electionresults2018 electionpakistan2018,0
hamid mir mir jaffar mir sadiq sarry ik he family dy ha phir kya twaqooo,1
chahiye mqm london azizabad mqm bahadurabad ya pib ho jeeta balla ha,0
isakeenaa imrankhanpti horaha hai na jahangir tareen ajj phir jayengaye mqm se milne,0
mujhpe 3 saal main personal attacks hue hain lekin main saaron ko bhool chuka hoon kiun ke meri zaat ka masla nahi hai imran khan pti,2
same opinion itna close tha ik sath or koi seat ni nikal sakyga shayad,0
jummahmubarak may allah accept all our prayers first friday of nayapakistan mubarak pti imrankhan,0
abidifactor go for pti abidi bhai kuch to naya krain is baar ho skta hai aap logoun k alliance se karachi ka bhala hojae,0
hinaparvezbutt na89 main bhi recounting krvai gai par pmln ki lead 500 sy bar kar 2500 ho gai,2
amir liaquat ko pti ki waja se vote dene waalo ke sabar ko salaam,0
besharam kelectricpk walo ye konsa time ha light off krny ka pakistan imrankhan,1
pti ki sindh main 20 seats,2
yay hai mera lyari yay hai mera pakistan imran khan ki speeches nay yay change kya hai lyari main,0
nabil gold mubashirzaidi typical pti attitude tabdeeli umer kab lehaz ni bap sy b aisy he bat karty hain pti waly,1
koi nahe asal imtehan ab shuru hoga,1
ms roy23 mujhe tu jahangirktareen he khalai makhlooq lagta hai mpa sy bhara jahaz lay kr jaa rha hai electionresults2018,0
thee adhoori me sadioon se abb ja ke mukamal ban gaii khatooon awal ban na tha haayeeee khatoon chawal ban gai,1
kya naye pakistan mai puraane semester ki gpa count hogi electionresults2018 imrankhan pmik ge18 imrankhangreat,0
jithay looon leeegue jitti oothay shafaaf election jithay pti jitti othay dhaandhlii waah oyy patwaario laaa lo littar paa lo lamyaaan,0
bus ik aur pti ki nafraat mein kuch bhi boldo inko batao naya pakistan ban gaya hai,1
lyari aur karachi ki jeet un mazlomo k naam jin ka na haq khoon bhaya gaya yeah jeet shaeedo k naam,1
aur phir pakistanio baghair parchi wali speech dekh k kaisa laga p electionpakistan2018 imrankhan,2
badhurabad walao per lanat bashumar,1
pti buree tarah fail ho ge engineers nay jo ukharna tha aaj k din tak ukhar liya,1
pti jalal group bajaur nai pti gulalai join karna ka faisala is it true,1
babarqb winghamid jb tk ik ki hakoomat qaim nhi ho jaati mera nahi khayal k dono mai say kisi ek ki bhi zamanat manzoor ho ge,2
rehamkhan1 ustad number 3 ka gaana is for imrankhanpti kuch to log kahenge logon ka kaam hai kehna ik dont even give a fuck what you say about him neither do us what you say about elections its better to keep your mouth shut bitch,1
bhai tu seat apni lay jaa lkn pti chor ja plz,1
itni sunehri baatain phir nahi naseeb honi likh lo kahi per,0
yar qasam se tu na btata tu hme tu pta hi na chalta,1
sheenaabidashah cmshehbaz re election ma per rigging ka complaint ppp pti mqm na lagadaya thu per kia karanga,1
zakat k paisay say chalta hay banigala zara zari amadan to batain ik kay,1
power aate hi aasman pe nhe charh jaaunga apki tarha aam shehri hun my leader imrankhan,0
i m looking forward to a naya pakistan is jeet ki mubarak ho har pakistani ko imrankhan,2
sari raat isi soch ma guzar gai k pmln k saray sher ahista ahista adiala ja rai adiala jail hai ya zoo,1
a gya ik tu bhaut bari baatein krta tha ab bol,1
i thank allah pak k mqm ka nazariya jeeta pre planned rigging apni jaga laken jis tarah mqm kay nazriyati voter s n,0
karachi dil khush krdiya maricles happening primeministerimrankhan,0
vote tabdeeli lane k liye na ke laye jaane ke liye blackoutmedia shamemediashame pti imrankhan o gadhakhan,1
cheema sahb kisi achay se dr ko check kerwaey ap,0
pti ka b yehi scene hoga agar wo govt mein hoay to ap roen gy yaad rekhna,1
asmi malik lanat ap k moun per jo zia ul haq apny abu ko bhol gy conl karamat kon tha pochna kabhi pmln walon sy,1
karachi na243 pr imran khan na256 par pti k najeeb haroon na 244 par pti k ali zaidi na 255 par khalid maqbool na 253 par osama mqm kamyab,2
izhaaremuzamat hassan k82 jin me aqal naam ki chexx nahe usne pti ko vote diye hai,1
hahaha khushi kahan gae ab mqm waon amir liaquat jeet chuke hen aamirliaquat congratsaamirliaquat,0
prime minister is on rn allah paak isko sada salamat rakhy primeministerimrankhan,0
shabsh29 ho sakta hai agar nikah khuaan mqm ka ho,2
na 254 say pti k asalam khan mqm say jeet geay,2
murtazaviews oye ganjay you force me to abuse you haramzaday nawaz sharif ki najayaz aulad javed miandad na kahen,1
agar bhutto k jiyalon ne is baar pti ko vote dia hai tu yaqeen janain apne bhutto k mission ko hi agay barhaya hai,0
pti aur imran khan ka asal chera daikha raha he pti ka apna leader mpa,1
alirazatweets wese maza ajye ik banu ki seat na chory,0
maheeenbaig insaaf ka emaan ka roshan pakistan ka yehh dkho poraa hua jo khuwab thaw kaptaaaaann ka rukna nahi jhuknaa nh,0
sadiakk2 jts saqib apki meri sis sunao kpk me metro mr 19 arab ki crruption nikli ha aor ab case k pass ha aor i,1
umarcheema1 ne abi thak kheray nahi nikalay ik ki victory speech mein,1
tauqeerabbasi aajkamrankhan jo allah imran khan pti ko hakumat may laya wo he allah kamyaab bhi karay ga in sha allah,0
lets make pakistan great again nayapakistan primeministerimrankhan electionpakistan2018,0
gulbukhari lemecandy pmln or ppp k zehr sy pak h at least,1
barhti rahe yeh roshni chalta rahe yeh karvaan imrankhan,0
rehamkhan1 purana konsa pmln walon k baap ka hai lolzzz,1
lead ja rhi pti ki baaqi 6 pe wha k local pti k polling agents bta rhy,2
iss sai bari tabdeeli kyaa hogi kai liari sai ppp ka qabza khatam huwa heyy liari good days are here,0
bwahahahahaha nayapakistan ka iq check kijiye,1
oyedafaho farhankvirk jo smq ko vote para h wo b sara salman naeem ka ta smq ko kn vote dalta wsy ik ki e wja sy mna bn gya,1
irshadbhatti336 imrankhanpti mubasherlucman shahidmasooddr arysabirshakir 18 saal pmlq bura kehti rahi pmln ko,1
haan isi lye wahan pmln ko zyada vote mily hyn educated jahil,1
m pp 27 se hon pmln rat 12 tak bri lead se jeet rhe thy subha pta lga 1700 se har gae,1
hum ko phly rezult btya gia k pmln jeet gai or rat ko news mai aya pti jeet gai,1
na21 mardan amir haidar hoti anp78911 votes kamyab na 125 lahore waheed aalam pmln 122327 votes kamyab yasmin raashid pti 105557 votes,2
koi nhi bhai saman pack kr lya h mene ik k leye jaan b hazir h ye to study h,0
pti ko vote dene wali daali type larkiyan hoti hain or wohi road par is trhan madine jesi riyasat bana rahi hain,1
sindh assembly me firdous shamim naqvi ko opposition leader banaye jane ka imkan form 45 kaha beth kar bhara gaya mqm faisal subzwari,2
best answer to pmln supporters hum ny banana hai pakistan is mulk sy nafrat ko mitana hai,0
tehreek e labbaik pak sindh me dusri nashisaat ps 107 khi south bhi jeet gai mukammal nataij younus soomro tlp 26248 asghar khan pti 15915,2
ye patwari kitna jhoot bolte hain,1
fereeha ap theek kah rahi hain karachi nay pti k haq main faisla suna diya hai lasani buniyad pe b vote para hai,0
ap ko propose kiya ap bol rahi yhi k india m ik sana friend hai wo bura maan jay gi,1
na246 ppp k garh lyari se pti k shakoor shad 52750 vote lekar kamyab primeministerimrankhan,2
imrankhan asi speech toh log election se pehla karta hein,1
shamajunejo mqm london ki bat kar raha ha aap ke parosi altaf ke sath,2
mashaallah mashaallah imrankhanpti mashaallah sary pakistan p ab tra pehra h mashaallah,0
minhal shah1 pti walay naak ragar kar mqm ki chukat par aa rahe hain haha bhai wo terrorist haina,1
syedashehlaraza agar zaraaaaa se bhi gyrat bachi hai tu aj k bad nazar na ana or ik k paoun pakar,1
farhan saeed alhamdulillah bismillah did my job let s celebrate pakistan inshallah nayapakistan absirfimrankhan imrankhanpt,0
mazdaki nausheenyusuf beta burnol se kaam chal jaega ya bhejun electionpakistan2018 electionpakistan,1
sir g punjab ma lazmi govt apki he honi chahe oar ab kia ban rha ha punjab ma kon govt bana rha ha pti ya n ikram niazi added abdul aleem khan aleemkhan pti thank you for your vote for pti people of pakistan pti under the leadership of imran khan pledges to respect your vote with not words but action,1
khsaad rafique khawja sab main bht kam roya hooo main pmln ki har tasleem kar chuka hoo but ap ki shikaast par bht afsoos huwa,1
khushi k ansu hai rok nahi pa raha khan we love you primeministerimrankhan wazireazamimrankhan,0
yeh tweet padkar bokhlaahat bhi bokhlaa gayi hogi,0
maulana sahab kabhi opposition may bi beth ke dekho electionpakistan2018,0
lol jaate jaate pmln apne asraat chor kr gae hai,1
sherryrehman marianabaabar bbhuttozardari maim apni ana mein aa kr ap pmln ka sath nhi dy rhe or hum py imran khan ko dal rhe hoa plzzz awaam ka soche hmare dill or vote sy met khylo,1
or phir poori dunya ne dekha jab the great imran khan nay aik aisi taqreer ki jis nay na sirf pti suppoters or pakistani awam komutasir kiya balkey pori duniya ko,0
hiiamna jis marzi ko support karo army ke baray mein bakwas na karo electionresults2018,1
moriartyisgay teepusahab imrankhanpti issi liye tou kehtay hain ke unparh pmln ka supporter hota hai,1
te bote cute tu wo hoga jab pti waley mqm markaz ayaingey no,0
ye soch soch ke mein pagal horahi hun ke karachi waalon ne kia soch ke pmln ko vote dia hoga,1
lyari mai tabdeeli a nhi rhi aaaaaa gai ha,0
uroojraza ny pakistan me bxhon k paida hte he unki field select nai ki jy g nayapakistan,0
russ pakora kidher gaya voh maa ka laadla face,0
me khaqan sb k lie ziada udaas hun jb ye subah udaas chehra le k media pe cheeken maar rae the to mje pta lag gya,1
cmshehbaz ye tu chup hi hogaye hain aj cec ki meeting thi pmln ki kuch hua,1
mudazir mansoor ali 16 jughnu ik phar mansoor ty 16 jughnu ik 16 16 ty 32 bna ke ty mp3 ty ganay sun,2
koi 2 din main 3 dafa shoaib actor mil chuka hai ik say aur sahi makhan laga raha hai pehlay awaz bhi nahi ati thi,1
kon log o tussi yaar 1 2 seat pr recount ma agar pmln jeet gayi hai to kia qiyamat a gyi hai pti is way ahead,1
arbazali716 haha national pa ni diya ullo aur pti wala yahan pa jo khara tha punjab ki seat pa buht corrupt haiwo usy main personally janti to koe pachtawa ni acha wasy b phir b wo jeet gaya lol,0
follow saurav imrankhan taking oath as pakistan s pm imran khan kubool hai kubool hai kubool hai chief justice janab khuda ka,0
imran ka voter tow nahi hn phir b me b jama kara dn ga mgr nawaz sharif ki qarz utaro mulk sanwaro scheme wala hal na ho es bat ka wada ik ko karna hoga qoum se,0
hamara shar zindabad imran khan,0
mjhe fakhar hai main imrankhan ko support krta hu q k imrankhanpti mehnat k sab se bhari misaaal hai,0
adnan1awan kehty thy kaala bagh daim hmari laasho py bny ga and imrankhanpti said hoor koi sady laiq kalabaghdam nay,0
bushraamanika mirzasania mera pegham imran khan k nam asslam o alikum khan sb main es waqt na 196 jacobabad hoon,0
yes yahi umed ki akhri kiran hay allah karen ik apne wado pe pora utrey,0
pti ka drwaza katktane walo kuxh to shrm kro,1
fazalkhanpti5 panjap me inshallah pti ki hakomat hogi,0
iraisaqib fr bilal main to khta ho pmln ko opposition hi krni chahye punjab main bhi q k agr govt bna bhi li tu bari weak govt ho gi,1
congratulations pakistan nayapakistan,0
haye kismat rehamkhan1 jo bhi channel lagao gi eik hi khabar chal rahi hogi wazirazamimrankhan primeministerimrankhan,1
pti walo ab do jawab,1
pakistan ka awam nay apna haq ada kia ab ik ki bari hy jo waday kiay hy ohh poray karay,0
jin logo ko shehbaz sharif ke laptop ka intizar tha wo dil chota na kryn imrankhanpti apko is qabil bnaye ga k ap khud apna laptop ly skyn nayapakistan,0
pmln amp ppp meeting tomorrow at islamabad zardari ne naveed qamar khursheed shah or gilani ko bahij dia k shahbaz sharf in teno ko islmbd ki sarrkun pe ghaseet le hahah,0
hamza shehbaz hamen punjab me hakumat bnane do humne bhi pti ko kpk me bnane di thi ronduu electionresults2018,1
khan sahab ko chahiyee k mqm ko jo b 5 6 seats mili hain karachi me unko dawat den collation ki or kam se kam ek federal ministry mqm ko den i hope and pray key aesa ho mqm ko main stream me le kar aana chahiyee,0
imrankhanpti khan sahab apki maherbani eis shakhs ko yeh seat jeetny den warna yeh phr sar ka dard ban jayega,1
kya ptiofficial or pmln org koi nro ker kay nawazsharif or maryamnsharif ko bahar bhejne ki tiyyarri ki ja rahi,1
model town wali bhi tafteesh kar lain ab jis ka qasoor hay us ko saamnay lain ab to pmln ki govt nhi hay,1
wordsbyamina mene aaj socha tha k shopping karonga lekin mujhay naye pakistan k bazar ka rasta he maloom nahi nayapakistan,1
allah pak piyary vatan pakistan ko hamesha kamyaabion or bulandiyon se nvaaazy,0
bhai ab khan kia karey lahore k liye if they still love pmln,1
ali muhammadpti khan sb mubarik ho hamari duaein aap k sath hein khan sb aaj meri aankhon mein khushi k aansoo aa gaye,0
pehly aik pakistan ny india k naak me dum kr rakha tha ab nayapakistan bhi bn gya hai,0
pti k ilawa kisi b party ny election result ko accept ni kia lihaza ecp sy apeal ki jaati he pakistan me election dubara krway jyn,1
ik na kal dosti ke bat ke ha par hindu bnya hmara napak taren dushman hai,1
khawajamasif usse jo rupee ki kadar barhai gi foreign reserves karzay k paisay sy barhny sy to credit pti k leader sahab lain gy aur jahil kahain gy subhan allah,1
meri jaan siyasat itni asaan hoti to sab kaamyaab hote abhi to party shuru hui hai,2
penn ki siri election comission walon ki yeh kya harkat kar rahay hain yar abhi tak complete result nahin aaye,1
ab me ye tweet nahi kr sakunga,1
electionresults2018 imrankhanpti ki taqreer k bad fakhar se keh skti hn k mene apna vote waqe haqdar ko dia alhumdulilah,0
our kaptaan is now pakistansprideimrankhan is now primeministerimrankhan alhamdulillah,0
allah jisse chahe izzat day ik teray chakkar mai fauj ko he zaleel krwa diya,1
election main seatain chinane k baad hamare halwe par bhi pti nai hmla kar diya diesel,1
naeemul haque inshahallah allah apki madad farmaye habkha77 nayapakistan,0
cmshehbaz punjab myn pmln ki hakomat honi chaiye,0
zaidzamanhamid bary he koi ho pti walo humain islam ka nifaz chahiye pakistan main na k naach gana,1
boss waseembadami i want to ask in nayapakistan kya aap islamabad or safa gold mal ka rasta to nhi bhool gaye,2
pmln say seekhain kaisay apnay opponents ko underestimate kiya jaata hai,1
pata nahi kion aaj champions trophy aur 14 august waali feeling aa rahi hai primeministerimrankhan electionpakistan2018 pmimrankhan,0
zbshah2 pti ne kabi ronay ki siasat ki ak mazboot oppostion ki panama ko jail main dala haqiqat dikhai pakistan,1
yea khooni liberals sahi dramaybaz hain pti kpk main jeet gai tu keh rahy hain rigging ho gai,1
abhi pti aram se jeetay gi jesay hi raat ke 10 bajyein ge koi aur lead le jaye ga,1
babaransari95 hum oath nhi len gay siraj ul haq fazal ul rehman mehmood achakzai aftab sher pao mustafa kamal farooq sattar koi inko,2
u turn dekho bas humara media anchers journalists sare bikao maal hain,1
what if pmln n ppp ne muk muka krlia apas me mere mu me khaaak par ese e khyal aya,1
literally bheek hi maangraha ke imran khan plz wahan se chhordo,1
jik azad umedwarun ko paker paker k la raha hai imrankhan,0
congratulations kaptaan imrankhanpti yeh dua kaha kaha se uthta hai pakistanelectionresults nayapakistan primeminsterimrankhan,0
waaah sari zimedari pti pe dal k khud kat liye,1
arshadbhatti323 rabiaali 69 kia hua lifafa baad ho gia pti jeet gae or ap ko tissue ki tra phainka jae ga,1
counting say dar nahe lagta sahab recounting say lagta hy pti electionpakistan2018 massiverigging,0
arey jab leader 5 saal pakistan ko harapnay kii soch raha ho ankein bhooki ho toh woh kese pakistan ko bulnd kare,1
meri followers list mai sy kon sa aisa banda ha jo rwp mai rehta ha,2
muslim league noon nai hoga tujse chase electionpakistan2018 electionresults2018 zindabadpakistan,0
ye jitnay vote pmln ko parrain bain ye sb inkay pakkay voters hain inko koi farq nahi parta k miyan sahab khatay hai to lagate bhi to hai,1
khi na votes pti 1005644 mqm 616901 tlp 378221 ppp 370810 mma 309082 pmln 261156 psp 99671 phrp 24756 anp 21130 mqmh 18599 gda 4852,2
oh paee he s businessman usay kya zarurat siyasat ki wo imran ka sath de ra bs,1
zartajgulwazir congrates zartajgulwazir sahiba buht khushi howe hy ap k jetny per salute to you k ap ny awais lag,0
btw pti secured 14 seats in karachi mubarak karachi walo dil jeet lia,0
