,Text,Sentiment
2002,شہيد بي بي عوام حقوق ليے آمر خلاف جدوجہد کي، بلاول بھٹو,0.0
2003,چاہتے ہيں افغانستان ترقي کرے، دہشت گردي بچے، آصف زرداري,0.0
2004,زرداري مفاہمت کي بے چيني,2.0
2005,زرداري سي پيک کي بنياد رکھي، بلاول بھٹو زرداري,2.0
2006,"پنجاب حکومت عدالتي فيصلے مجبور ہوکر باقر نجفي رپورٹ شائع کردي,طاہرالقادري نےبھي دھرنا کينسل کرديا",1.0
2007,واہ اوے پٹواريو اک کيلبري فونٹ,1.0
2008,ماڈل ٹاؤن آپريشن وزيرِ قانون رانا ثنااللہ کي زيرِ نگراني پلان کيا گيا ماڈل ٹاؤن واقعہ رانا ثنااللہ کي زيرِ صدارت اج…,2.0
2009,ايران عراق ہولناک زلزلہ براہ راست نشريات ميں ريکارڈ ويڈيو ديکھيں,1.0
2010,اسلام آبادوزيراعظم شاہدخاقان عباسي کي نيول ہيڈکوارٹرز آمد نيول چيف ايڈمرل ظفرمحمود عباسي وزيراعظم استقبال کيا,2.0
2011,’دوسري شادي بعد ابھي پہلي بيوي تھوڑي ناراض ہے‘,1.0
2012,باقر نجفي رپورٹ ميں ردوبدل انکشاف,1.0
2013,پيپلز پارٹي والوں کم از کم بناديتے !!!!! اج نھيں,1.0
2014,مندروں شہر کي درگاہيں,2.0
2015,انڈين ٹوئٹر کھچڑي کي کھچڑي بن گئي پاکستان کےقومي پکوان انتخاب کرنا ہو، آپ کي نظر ميں کون سا پکوان ہوگا؟,2.0
2016,امريکا کي نسبت علاقائي تناظر ہماري ترجيح ہے،خواجہ آصف,0.0
2017,جمہوريت کيلئے بہتر نوازشريف سياست ہوجائيں، بلاول بھٹو,1.0
2018,پھاليہشادي سےانکارپرنوجوان نےلڑکي کومبينہ طورپرآگ لگادي متاثرہ لڑکي کوتشويشناک حالت ميں عزيزبھٹي شہيداسپتال منتقل…,1.0
2019,’شمالي کوريا ايک ميزائل تجربے کي تياري جنوبي کوريا,1.0
2020,پشاور ميں دھماکہ، ايڈيشنل آئي جي ہلاک,1.0
2021,چھوڑ يہ خرچ رہے، آصف زرداري,1.0
2022,کراچيالآصف اسکوئر ،حب ريورروڈ ،اسٹارگيٹ پراحتجاج جاري کراچيشہرکےاہم تجارتي مراکزبھي کشيدگي کےباعث بند,1.0
2023,لاپتہ زينت شہزادي پرسوں شب افغانستان پاکستان سرحدي بازياب کروايا گيا,0.0
2024,بہت بڑا سيارہ دريافت ليکن ماہرين ہيں يہ کيسے ممکن,2.0
2025,ذوالفقار بھٹو بلاول بھٹو سفر، پيپلز پارٹي سال کي ہوگئي,2.0
2026,سانحہ سيہون مرکزي ملزم نادرجکھراني عرف مرشد گرفتار مزيد پڑھيں,0.0
2027,’کشمير ميں يہ تبتي ہيں تبت ميں کشميري ايسي کوئي جگہ نہيں جہاں کي اپني پہچان ہو‘,1.0
2028,راجہ پرويز اشرف کي ولولہ انگيز تقرير جاري اللہ رب العزت عالمِ ارواح ميں کامران فيصل درجات بلند فرمائے آمين,0.0
2029,کراچي چائنہ کٹنگ ميں ملوث ڈي ايس پي شارع فيصل شوکت رضا سيکيورٹي انچارج سندھ…,1.0
2030,امريکا شہروں يورپ نہ جانے انتباہ تفصيلات ليے لنک کلک کريں,1.0
2031,نوازشريف کوئٹہ ميں جلسےسےخطاب کريں,2.0
2032,کيا امريکي قومي سلامتي سابق مشير جنرل مائيکل فلن جن روسي اہلکاروں رابطوں بارے ميں ايف بي آئي جھوٹ ب…,2.0
2033,جنرل فلن اعتراف صدر ٹرمپ کي مشکلات ميں اضافہ,1.0
2034,ہيکرز اے ٹي ايم صارفين لاکھوں روپے لوٹ ليے تفصيلات ليے لنک کلک کريں …,1.0
2035,ملک ميں اندھريے پيدا ہيں عيش کررہےہيں ،نوازشريف,1.0
2036,’’ کي اچھي بات ‘‘,2.0
2037,ہماري کوشش ہوگي عبوري حکومت پہلے يہ ہار مان جائيں،زرداري,1.0
2038,رنجيت سنگھ شہباز شريف,2.0
2039,سانحہ ماڈل ٹاؤن لاپتہ بھي حکومت جواب دے،اعجازچوہدري,1.0
2040,کم جونگ کي شان ميں گستاخي‘ امريکي صدر ٹرمپ سزائے موت مزيد پڑھيں,1.0
2041,سوشل ميڈيا زمانہ ، دنيا تيزي بدل رہي ، کوئ چيز چھپي نہيں ، عمران خان,2.0
2042,صدر ٹرمپ کي سفري پابندي معطل,2.0
2043,سانحہ ماڈل ٹاؤن رپورٹ منظر عام پرلانے حکم، پنجاب حکومت سر جوڑليا,2.0
2044,اگر کسي بھي شکل ميں ماہ زائد عرصے چيني استعمال نہيں کيا کيا ہوتا ہے؟,2.0
2045,پاک چين دوستي ہماليہ اونچي سمندر گہري شہد ميٹھي ہے،احسن اقبال,0.0
2046,لاہوردہشت گردوں نےبلوچستان کي ترقي کوروکنےکي کوشش کي،ترجمان ريلوے,1.0
2047,دن جب انڈين جنگي جہاز پاکستان ميں اتر گيا,1.0
2048,سائبيريا آنيوالے ناياب پرندوں کے شکار کي تصاوير فيس بک آگئيں، انکوائري شروع,1.0
2049,فيض آباد دھرنا انتظاميہ شرکاء کيخلاف کارروائي فيصلہ کرليا مزيد پڑھيں …,2.0
2050,سندھ اسمبلي ميں خواتين سائنسدانوں کي خدمات اعتراف ميں قرار داد مزيد پڑھيں,0.0
2051,اسلام آباد وزير داخلہ کي مذاکرات ذريعہ دھرنا ختم کرانے کي آخري کوشش، انتظاميہ آپريشن گھنٹے مؤخر کرنے کي ہدايت,0.0
2052,پاکستان ميں سوشل ميڈيا سبب ’ايڈز‘ مريضوں ميں‌ اضافہ ہوا، رپورٹ مزيد پڑھيں,1.0
2053,نمبر رپورٹ نہيں اصل رپورٹ تصديق شدہ چاہئے ڈاکٹرطاہرالقادري,2.0
2054,خون ھولي کھيلنے والوں تخت گرايا انصاف ملے سب قومکا بخت جگايا چور،…,1.0
2055,گي تنہائي ہماري,2.0
2056,پاک سرزمين سپوت ميجراسحاق شہيد کي نماز جنازہ لاہور ميں ادا کي گي مزيد پڑھيں,2.0
2057,ماورائے آئين اقدام حساب دينا پڑے گا، مريم نواز مزيد پڑھيں,2.0
2058,ہزاروں بوسنيائي مسلمانوں قاتل بھري عدالت ميں زہر پي ليا,1.0
2059,پوليس وہي کيا جس ليے بھيجا گيا رپورٹ,2.0
2060,چند سالہ دورِاقتدار ميں محاذ کاميابي جھنڈے گاڑھے،  ايٹم بم ليکر سٹيل مل،,0.0
2061,اسلام آبادہائي کورٹ کےرکني ڈويژن بنچ نےفيصلہ سناديا,2.0
2062,ہماري ايف آئي آر آرمي چيف کہنے درج ہوئي، ڈاکٹر طاہرالقادري,2.0
2063,بھٹو کي بيٹي اسلا م آباد ميں خطاب جاري,2.0
2064,جب صورتحال نہيں سنبھالي گئي اقتدار بھٹو حوالے کرديا گيا، بلاول بھٹو,1.0
2065,جاويد ہاشمي کي جگہ وہي تھي ، وہيں جچتے ہيں ، عوام فيصلہ کيا ، ہرايا ، عمران خان,1.0
2066,حزب اللہ سعودي عرب جنگ مسلط کرنے الزام,1.0
2067,کيا کريں! نگوڑي سياست بازار ميں سب چلتا تاج محل بھي، بہادر شاہ ظفر بھي، شنزو ايبے بھي يوگي ادتياناتھ بھي,2.0
2068,جئيے بھٹو،،،،،،،،سوٹي لپڑا دہقان,2.0
2069,پي آئي اے دھند باعث پروازوں کي آمدو رفت ميں ردو بدل مزيد پڑھيں,1.0
2070,شہباز شريف صاحب ميں اصلي رپورٹ نکلواوں آپ جانتے نہيں ميں ڈاکومنٹس نکلوا سکتا ميں اس…,1.0
2071,شاء اللہ شہداء ماڈل ٹاؤن ورثاء انصاف ملے …,0.0
2072,سانحہ ماڈل ٹاؤن کي رپورٹ شائع کرکے حکومت اپني قبر کھود لي,1.0
2073,تھريسا مے ميرے بجائے برطانيہ ميں بڑھتي شدت پسند توجہ ديں ٹرمپ,1.0
2074,لاہور ہائيکورٹ پنجاب حکومت کي اپيل خارج دي عدالت رپوٹ دن ميں پبلک کرنے حکم ديا,1.0
2075,سابق وزيراعظم نواز شريف ايک مرتبہ احتساب عدالت ميں پيش,0.0
2076,سياسي جماعتوں سےرابطوں سےمتعلق چنددن ميں آگاہ کرينگے،مشاہداللہ خان نوازشريف کسي بھي وقت ياکل لندن چلےجائيں گے،مشاہداللہ خان,2.0
2077,لاہورپي سي بي چيرمين مجھےبلائيں تاکہ خود کليئر کرسکوں ، شرجيل خان,0.0
2078,سعودي عرب ميں نامحرم لڑکي ملاقات لڑکا گرفتار,2.0
2079,ملاقات ميں وزيردفاع،وزيرخارجہ،مشيرقومي سلامتي ناصرجنجوعہ شريک,2.0
2080,کراچي پوليس افسران تنوير طاہر،فداحسين شاہ رقم واپس کردي,2.0
2081,’دن ميں لگنے زخم نسبتاً جلدي بھر جاتے ہيں‘,2.0
2082,شہيد بي بي بينظير بھٹو مارشلہ ريگوليشن خاتمہ کيا چئيرمين پاکستان پيپلزپارٹي بلاول بھٹو زرداري…,0.0
2083,برآمداسلحہ ميں بندوقيں،راکٹس،بارود،دھماکا خيز مواد شامل،آئي ايس پي آر,1.0
2084,يونان ميں انتہاپسندوں ميلاد مصطفي جلوس نکالنے پاکستانيوں حملہ,1.0
2085,ہائيکورٹ احتساب عدالت کونوازشريف کي درخواست دوبارہ سننےکاحکم دياتھا احتساب عدالت دوبارہ دلائل سننے بعد درخواست مستردکيا,1.0
2086,سبزي سستي، ہفتہ افراط زر ميں فيصد کمي,0.0
2087,سکول ميں ريپ ٹيچر اسقاط حمل بھي کروا ديا,1.0
2088,پنجاب حکومت زيادہ قانون جج پتا جس رپورٹ لکھا …,2.0
2089,عمران خا ن تم کرپٹ کي نينديں حرام دي ہيں انشاء اللہ,0.0
2090,بينظيربھٹو پرويز مشرف کي منافقانہ پاليسيوں کي مخالفت کرتي رہيں،بلاول بھٹو,0.0
2091,مذہبي جماعتوں خلاف آپريشن ليکن حالات نہج کيسے پہنچے؟,0.0
2092,حسن اورحسين نوازکےکاروبارپاکستان سےباہرہيں،وزيرداخلہ احسن اقبال ايک پہلوہےحسن اورحسين نوازکےکاروبارپرقانون لاگوہوتاہےيانہيں،احسن اقبال,2.0
2093,ادوارميں پاکستان کي خارجہ پاليسي امريکي مفادات کےتناظرميں تھي،خواجہ آصف,1.0
2094,قوم سب باتيں پہنچ رہي ہيں،قوم معاملات ديکھ رہي ہے،نوازشريف افسوس ہےبہت محنت ملک معاملات ٹھيک کئےتھے،نوازشريف,2.0
2095,وڈيوميں ملزم خاورکوواقعے کي جگہ سےفرارہوتےديکھاجاسکتاہے,1.0
2096,امريکانےمسئلہ کشميرکےحل کيليےکوششوں کااشارہ دےديا،اعلي سفارتي ذرائع,0.0
2097,روٹي، کپڑا، مکان بھٹو تيرا نام,0.0
2098,سانحہ ماڈل ٹاؤن کےاصل ذمہ دارراناثنااللہ ہيںڈاکٹر طاہر القادري …,1.0
2099,معروف کشميري فٹبالر بھارتي فوج کيخلاف ہتھيار اٹھاليے,1.0
2100,حکومت باقر نجفي کميشن رپورٹ ميں تبديلي کي، ڈاکٹرطاہرالقادري مزيد پڑھيں …,1.0
2101,ليڈروں لےکرجيالوں کوئي نہيں بھاگا اينٹوں والي سرکار قيادت ہي تھي زيہن زور ڈالو,2.0
2102,صحفہ چوروں کي چوري پکڑي گئي کي بجائے لکھ ديايہ ہيرا پھيري رپورٹ ساتھ کي گئي ان…,2.0
2103,قاتلاعلياستعفيدو مسائل گھرا گھسيٹا روزے مہشر سخت حساب…,2.0
2104,سوشلستان ميں ايک جانب فوج خلاف قسم تبصرے لکھے جا ہيں جبکہ دوسري جانب پنجاب حکومت وفاقي حکومت در…,1.0
2105,ميرے دل ميں پاکستان کي خوشحالي خزانہ بھرا آصف علي زرداري,0.0
2106,پاکستان ميں گليشيئر بجائے پگھلنے مزيد پھيل ہيں,1.0
2107,آپ ساتھ ہيں جئے بھٹو,0.0
2108,’ميري بيٹي مجھے بہن کہتي بار ميرا دل دھڑکنے لگتا ہے‘,2.0
2109,دھرنا ختم نہ ہوسکا، وزيرداخلہ عدالت ميں پيش,1.0
2110,ايسا ريسٹورنٹ جہاں ماں ہاتھ کھانا ملے,2.0
2111,بلاول بھٹو کيسے جھکتي! کيونکہ بينظير تھي! …,0.0
2112,ٹرمپ اسرائيل ميں امريکي سفارتخانے متعلق فيصلے اعلان کريں,2.0
2113,ہواکي رفتارکلوميٹرفي گھنٹاتک ہوسکتي ہے،محکمہ موسميات,2.0
2114,کينيڈين جوڑے کي بازيابي ذہن ميں سوال يہ آتا يہ جوڑا افغانستان ميں کيا تھا؟,1.0
2115,جب کھانا نہيں سکتے جلسے ميں بلايا ہي کيوں,1.0
2116,پنجاب حکومت رپورٹ تبديل ، ميٹنگ کي تاريخ بھي تبديل دي,1.0
2117,پي سي بي امپائرز ايک سالہ کنٹريکٹ نواز ديا,2.0
2118,آصف زرداري بينظير بھٹو بلاول نہ باجي نہ لالا,1.0
2119,کراچيگٹکا مين پوري جيسي اشيا خلاف مستقل کيا کارروائي کي جارہي ہے،عدالت,1.0
2120,’آخر يہ کيسا ماحول جس ميں کسي عورت ذاتي زندگي شرمندہ کرنے باز نہيں آتے‘,1.0
2121,کوئٹہلسبيلہ ميں کم سےکم درجہ حرارت ڈگري سينٹي گريڈرکارڈ,2.0
2122,شہباز شريف رپورٹ ميں رد بدل پکڑے ہيں ڈاکٹر طاہر القادري,1.0
2123,تيسرا ٹي پاکستاني اننگز پراعتماد آغاز,0.0
2124,ممنوعہ اسلحےپرعائدپابندي سےمتعلق امور بھي جائزہ ليا پي اوايف بورڈ ميں فنانشنل ايڈوائزرکي تعيناتي کي منظوري متوقع,2.0
2125,نوازشريف نےمريم صفدرکواگستکو ملين روپےکاچيک ديا، گواہ طيب,2.0
2126,کاميابي راستہ,0.0
2127,ميں پارٹي ختم کرنے کي کوشش کي مقبول ليڈر پھانسي لگا شہيد کيا گيا,1.0
2128,پاکستان دہشت گردوں کي محفوظ پناہ گاہيں ختم ديں،آرمي چيف,0.0
2129,تاسف ملک سےمتعلق خيبرپختونخواحکومت سےتفصيلات طلب لاپتہ افرادکميشن کونئےمقدمات سےمتعلق ماہ ميں تفصيلات دينےکاحکم,2.0
2130,انڈين شہري کي زلزلے کي پيشنگوئي پاکستان سنجيدہ کيوں؟,2.0
2131,رواں سال ميچ فيس کي وصولي ميں سرفراز احمد نمبر,0.0
2132,پي ايس پي کوہم نےبيج لگاکرپودابنايااورجلديہ درخت بھي بن جائيگا،مصطفي کمال طےپاياتيسري جماعت بن جائےاورجدوجہدجاري رکھي جائے،مصطفي کمال,0.0
2133,قومي ٹي ٹوئنٹي؛ لاہور وائٹس فائنل ميں رسائي حاصل لي,0.0
2134,کراچي ميں سرد ہوائيں چلنے باعث سردي کي شدت ميں اضافہ مزيد پڑھيں,1.0
2135,پشاور شہر ميں پہلي بار,2.0
2136,تقرير زرداري صاحب کي بس ايسي ہي ہےباقي اچھا جلسہ ہےخوش بات,0.0
2137,تکليف ہوتي جب پيپلز پارٹي کالے قانون سپورٹ کرے،نوازشريف مزيد پڑھيں,1.0
2138,پارليمنٹ کواپنےپاؤں پرکھڑاہوناچاہيے،وزيرمملکت طلال چوہدري پارليمنٹ کےمنہ پرطمانچہ مارنےوالوں کوبھي طمانچہ مارناچاہيے،طلال چوہدري,2.0
2139,پنجاب حکومت رپورٹ توشائع کردي مگر تبديلي کرکے تاريخ بھي غلط ڈال دي ٹيمپرنگ واضع ہوگئي ڈاکٹر طاہر القادري,1.0
2140,سارو گنگولي بھي عمران خان احسان مند نکلے,0.0
2141,چيف کمشنراسلام آبادنےتحريري معاہدےکي کاپي ہائيکورٹ ميں جمع کرائي اسلام آبادعدالتي حکم پرچيف کمشنرنےمعاہدہ پڑھ کرسنايا،حکم نامہ,2.0
2142,ن ليگ چمچوں ميں بھي انسانيت نہيں رہي سب ہي درندے اکھٹے ہيں,1.0
2143,اسلام آباد وفاقي کابينہ کااجلاس شام طلب اسلام آبادوفاقي کابينہ نکاتي ايجنڈے غورکرےگي,2.0
2144,عدالت کےحکم کےباوجودپوليس نےکارروائي نہيں کي ،خاتون پشاورعمران خان اوروزيراعلي پرويزخٹک سےمدد کي اپيل,1.0
2145,مظاہرين نےپوليس پرآنسوگيس کےشيل فائرکيے،وزيرداخلہ احسن اقبال پاکستان کےدشمن دھرنےوالوں کي سرگرميوں کافائدہ اٹھارہےہيں،وزيرداخلہ,1.0
2146,کيپٹنرصفدرنےوکيل امجدپرويزکےذريعےحاضري سےاستثناکي درخواست دي,2.0
2147,اؤ بے شرم انسان معصوم شہيد ہيں تم لوگو انصاف کي بجاے دھمکياں,1.0
2148,وہاب رياض پانچ باررن اپ کيوں ليا؟,2.0
2149,آپ ساتھ ہيں جئے بھٹو …,2.0
2150,فيصل مسجد اواز پہنچي ہوگي جيئے بھٹو کي,2.0
2151,سب کچھ پراسيکيوٹر خود لکھوانا گواہ بھيج ديں، وکيل عائشہ حامد,1.0
2152,پشاور کي وکٹيں گرانے ميں کسي نہ کسي ’’آصف‘‘ کردار,0.0
2153,جمعرات اکتوبر سيربين ريڈيو پروگرام,2.0
2154,شہداء ورثاء سلام بکے نہيں ڈرے نہيں,0.0
2155,ہاتھيوں کيوں جلايا؟,2.0
2156,فکسنگ اسکينڈل ميں سزا يافتہ شرجيل خان پي سي بي خلاف پھٹ پڑے,1.0
2157,تربت کي گولياں لگي لاشيں برآمد مزيد پڑھيں,1.0
2158,کراچي گرفتارملزم سےکلوگٹکابرآمد،پوليس,1.0
2159,نوازشريف نےجاويدہاشمي کوگرم جوشي سےگلےلگايا,0.0
2160,افغانستان دوست بنانا چاہتے ہيں، آصف زرداري,0.0
2161,دانش تيموراورعائزہ خان بيٹے کي پہلي تصوير سوشل ميڈيا وائرل,2.0
2162,سابق حکمران خاندان خلاف قانون گھيرا تنگ ہي ايک بار 'ڈيل' کي بازگشت سنائي دينے لگي,1.0
2163,کم جونگ اپني اہليہ ہمشيرہ ساتھ ميک اپ فيکٹري کيوں جا پہنچے؟,2.0
2164,قومي سلامتي سابق مشير ساتھ رويہ ’’نامناسب ہے‘‘ ٹرمپ …,1.0
2165,فلسطين صدر ٹرمپ کرارا جواب تفصيلات ليے لنک کلک کريں,2.0
2166,سرفراز احمد تجربہ کار کھلاڑيوں تجربے بھي خوب فائدہ اٹھايا,0.0
2167,دوسرا ٹي ٹوئنٹي فہيم اشرف کي ہيٹ ٹرک، پاکستان جيتنے ليے رنز درکار,0.0
2168,شفاف انتخابات ناگزير ہيں، فروغ نسيم تفصيلات ليے لنک کلک کريں,2.0
2169,جنگ کبھي بھي کسي چيز حل نہيں ہوتي ، عمران خان,2.0
2170,لاہورہائيکورٹ فل بنچ نےسانحہ ماڈل ٹاؤن رپورٹ پبلک نہ کرنےکي اپيل مستردکردي,2.0
2171,ہور ہائکورٹ حکم پنجاب حکومت سانحہ ماڈل ٹاؤن رپورٹ پبلک کرد، وزيراعلي پنجاب شہباز شريف وزيرقانون پنجا…,0.0
2172,فل بنچ کادن اندر ماڈل ٹاون انکوائري رپورٹ شائع کرنے حکم ہائيکورٹ فيصلہ جاري کرديا,2.0
2173,ضياالحق نےاسلام اپنا اقتدار طول دينے ليے استعمال کيا،بلاول بھٹو زرداري …,1.0
2174,عوام کي جانوں تحفظ کريں کسي بلڈرز نہيں،چيف جسٹس,0.0
2175,تصاوير اسلام آباد ميں مظاہرين خلاف آپريشن جھڑپيں,1.0
2176,جمہوريت يقين رکھنے والي پاکستان پيپلز پارٹي جس جموريت کي ابياري ميں بہت بھاري قيمتين ادا کرني پڑي,2.0
2177,اربوں ڈالر واپس لانے کيليے سپريم کورٹ ازخود ايکشن لے، سراج الحق,0.0
2178,بات کہنے کي آزادي نہيں کونسي يہ آزادي؟,1.0
2179,روسي صدر ولادي مير پوٹين چيني وزير اعظم لي کھہ چھيانگ کي ملاقات,2.0
2180,ہزاروں گاڑيوں قافلے پہنچنے ہي نا ديا گيا …,1.0
2181,امن کي بات کرنا ملک ميں ملک دشمني گستاخي زمرے ميں آتا,1.0
2182,خبردار! عوام ديکھ ہيں,1.0
2183,اللّه ہاں دير اندھير نہيں قاتلاعلياستعفيدو,1.0
2184,ہميشہ غير معمولي حالات ميں اقتدار سنبھالا، بلاول بھٹو,2.0
2185,انڈين حسينہ سال بعد مس ورلڈ منتخب,2.0
2186,خاک جارہے ہيں خون رشتے سبھي مزيد پڑھيں,1.0
2187,ڈائريکڑ ريٹس کےہزاروں ملازم ميونسپل کارپوريشن ٹرانسفر کيے گئے، وکيل اسلام آبادسي ڈي اےيونين نےٹرانسفر پرحکم امتناع رکھا ہے، وکيل,1.0
2188,’سو نہيں اسي ميٹر چھکا ہي ديکھنے آ جاؤ‘، خواتين کرکٹروں کي اميد,2.0
2189,کراچي فاروق ستارکاڈرامہ فلاپ ہوگيا،غزالہ سيال ہي کہاتھايہ ڈرامہ گھنٹے کےبعد ختم ہوجائے گا، غزالہ سيال,1.0
2190,ايشوريا کي مختصر لباس ميں تصاوير لينا فوٹوگرافر مہنگا پڑگيا,1.0
2191,’چہرہ فحش تصاويري پيغامات چسپاں کرکے اسے سوشل ميڈيا شيئر کيے جانے بعد کي زندگي تباہ گئي‘,1.0
2192,سابق صدرآصف زرداري کاايران اورعراق ميں زلزلے پراظہارافسوس انساني جانوں کےنقصان پرايران اورعراق کےعوام اورحکومت سےتعزيت,2.0
2193,دستور تحفظ ہي ملک تحفظ,2.0
2194,ڈي جي اينٹي کرپشن پنجاب بريگيديئررمظفررانجھاکي گوجرانوالہ آمد گوجرانوالہڈي جي اينٹي کرپشن پنجاب کي کھلي کچہري ميں شرکت,2.0
2195,جب آپ کسي طبقے پسماندہ ہيں باغي جاتے ہيں,2.0
2196,احتساب عدالت ميں کون سا سوال جس سابق وزيراعظم نواز شريف خاموش رہے؟,2.0
2197,سنيے نومبر بالي وڈ راؤنڈ اپ,2.0
2198,انشاءاللہ يہاں ايک تاريخي جلسہ ہوگا ،قمر زمان کائرہ,0.0
2199,پيپلزپارٹي جلسے ميں جوش وخروش ، پيپلزپارٹي کي خواتين کارکن پارٹي ترانوں رقص کرتي رہيں آصف زرداري بھي…,0.0
2200,ميرے بيٹے علي ترين کوٹيکس نوٹس جاري کردياگيا،جہانگيرترين ترين خاندان نےکچھ نہيں چھپايا،آپ کي کوششيں ناکام ہونگي،جہانگيرترين,1.0
2201,کيا نکے مياں صاب ميں ذرا سي بھي غيرت استعفي ديں گے؟ قاتلاعلياستعفيدو,1.0
2202,معذوروں عالمي دن، دبئي اہم ريکارڈ بناليا تفصيلات ليے لنک کلک کريں,2.0
2203,ايڈووکيٹ جنرل پنجاب سےکوئي قانوني رائےنہيں لي گئي،رپورٹ,2.0
2204,کراچيجب مرسيڈيزميري ويگوسےٹکرائي توميں نےفائرنگ کي،ملزم خاور,1.0
2205,آئين مطابق رپورٹ ورثاء بنيادي حق …,2.0
2206,سياست کھيل نہيں بچوں تيل نکل جاتاہےاچھےاچھوں ديکھ کرميدان ميں بلاول دم نکلتاہےعقل کےکچوں …,2.0
2207,مونٹي پنيسر ڈانسنگ شو جوائن کرليا,2.0
2208,حجاب لينا نہيں چھوڑا، اسلام قبول کرنے نو کمنٹ‘,0.0
2209,دعاوں ساتھ ميں بلاول آپ حوالے کرتا ہوں، آصف زرداري اعلان,0.0
2210,کنگنا بار بار کيوں تکرار کرتي ہيں انھيں مردوں نفرت نہيں؟,2.0
2211,افغانستان کي نئي نسل ميں فيشن بڑھتا رجحان، تاہم کچھ فيشن کي قيمت بھي ادا کرنا پڑتي,2.0
2212,ساحل اوربندگاہوں کےدفاع پرتحقيقاتي مقالےبھي پيش کيےگئے،ترجمان چيف آف اسٹاف آپريشنزوائس ايڈمرل کليم شوکت مہمان خصوصي تھے،ترجمان,2.0
2213,کراچيگٹکا مين پوري کھانے بھي جرمانہ ہوگا،مجوزہ بل کراچيبل پيپلز پارٹي کي رکن روبينہ قائم خاني پيش کيا,0.0
2214,ايس اي سي پي نےلسٹڈکمپنيوں کيلئےکارپوريٹ گورننس کوڈ جاري ديا  کارپوريٹ گورننس کےنئےريگوليشنزدسمبرسےنافذہونگے،ايس اي سي پي,2.0
2215,عارضي مسائل آتےہيں ليکن حل کي جارہےہيں،وزيراعظم شاہدخاقان عباسي تنقيدسےمسائل حل نہيں ہوتے،وزيراعظم شاہدخاقان عباسي,0.0
2216,شہباز شريف صاحب مسلمان ہونے ناطے آپ يہ بھي پتا قيامت دن حسب بھي دينا,1.0
2217,کسي پيٹرول لالچ کسي مفت دوائياں کہيں روايتي کھابے چسکے اين اے ووٹر کيسے قائل کيا جا ہے؟,2.0
2218,پيپلزپارٹي ہميشہ مشکل حالات ميں ملک سنبھالا بلاؤل بھٹو زرداري,0.0
2219,يااللہ ہميں عمر رضي اللہ والي خلافت عطا فرما جہاں خليفہ کتے کي موت بھي جوابدہ ہوتا تھا!,0.0
2220,"ظالم نہ روکے شامل ظلم ميں 
قاتل نہ ٹوکے قاتل ساتھ",1.0
2221,پورٹ قاسم کول پاوراسٹيشن کاباقاعدہ آغاز گزشتہ ہفتےکيا گيا,2.0
2222,"پيپلزپارٹي اسلام آباد جلسہ کامياب يا فلاپ؟ ديکھئے پيپلزپارٹي کي ويں سالگرہ جلسے فضائي مناظر
…",2.0
2223,پنجاب حکومت رپورٹ توشائع کردي مگر تبديلي کرکے تاريخ بھي غلط ڈال دي…,1.0
2224,فيض آباد ميں حکومت عدالت کہنے کچھ نہيں کيا يہاں رپورٹ منظر عام کروادي کچھ سمجھ نہيں آيا،…,1.0
2225,"بھٹو شہيد پاکستان جمہوري پارليماني روايات ڈالا، بلاول بھٹو زرداري

 

…",0.0
2226,کاش ماڈل ٹاؤن واقعے کسي کشمير ميں ظلم بھي سمجھ,1.0
2227,"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل انکشاف طاہرالقادري رپورٹ ميں مبينہ گڑبڑ ثبوت سامنے آئے

…",1.0
2228,ٹرمپ اکاؤنٹ ويڈيوز ري ٹويٹ کي گئيں ميں مبينہ مسلمان تشدد دکھايا گيا,1.0
2229,"عوامي تحريک کارکنان کي پوليس فائرنگ کوئي ثبوت نہيں ملا 
آئي ايس آئي
باقر نجفي رپورٹ",1.0
2230,شام چھ بجے نيوز بُُليٹن فرحت جاويد ساتھ لائيو,2.0
2231,"“بلاؤ حسين علي بچائيں تمھيں” نعروں جواب ميں پوليس نہتي عورتوں تشدد دوران جوابي نعرہ 
…",1.0
2232,جنرل فلن اعتراف صدر ٹرمپ کي مشکلات ميں اضافہ عالميخبريں,1.0
2233,"ايکسپريس نيوز کي براہ راست نشريات ديکھنے ليے لنک کلک کريں
 …",2.0
2234,"نامعلوم افرادکوجواب مل گيا نوازشريف کي قيادت ميں ن ليگ متحد ہے، مريم اورنگزيب

مزيد پڑھيں",1.0
2235,"صحفہ 
چوروں کي چوري پکڑي گئ
 کي بجا لکھ ديا
جاہلوں، انسانيت قاتلوں",1.0
2236,جرمني ميونخ ميں چاقو بردار حملے ميں متعدد زخمي,1.0
2237,"شکريہ اسلام آباد 
…",2.0
2238,شام چھ بجے نيوز بليُٹن شمائلہ خان ساتھ لائيو,2.0
2239,چيني کمپني’آنر‘ ڈوئل کيمرہ بہترين فون متعارف,0.0
2240,پوليو ورکرز جن طالبان قتل کيا پکڑنے ميں سميع الحق مدد کي,1.0
2241,"کوہستاني جرگے حکم پرکراچي ميں دوہرے قتل کي واردات

مزيد پڑھيں",1.0
2242,مودي نےکانگريس کي سربراہي کيليےراہول گاندھي کي نامزدگي کواورنگزيب کي جانشيني سےتشبيہ دےدي,2.0
